vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,delayed,delivery_rating,delivery_cost
ev bike,two day,east,hot,258.6,28.33,7.526810188355794,no,5,1377.99
truck,standard,south,clear,189.5,3.58,5.36900674154152,no,4,958.24
scooter,two day,south,stormy,172.7,7.63,6.613958913274633,no,4,886.39
bike,same day,central,rainy,269.7,2.48,8.270389924591115,yes,2,1455.94
van,two day,south,stormy,150.8,45.65,6.652647149310343,no,5,890.95
bike,same day,east,cold,215.7,6.5,6.21195150521272,no,3,1198.0
truck,two day,north,clear,36.6,21.19,3.1359465356763234,no,4,246.57
van,two day,south,cold,56.2,6.59,3.4001906715716155,no,5,300.77
ev van,two day,west,cold,137.0,21.2,5.315366642577547,no,5,748.6
ev bike,standard,west,cold,103.7,1.29,4.385742668997159,no,5,522.37
van,two day,central,clear,70.8,27.17,3.092657229184219,no,4,435.51
truck,express,north,stormy,99.6,31.09,5.714670210414471,yes,3,641.27
ev bike,two day,east,rainy,205.4,36.96,7.626736154341513,no,4,1137.88
scooter,standard,north,clear,193.0,0.67,5.756214096088159,no,5,966.29
truck,standard,west,clear,36.0,47.04,3.4732285549454494,no,4,321.12
bike,same day,north,clear,295.5,16.38,7.525274968920894,no,4,1626.64
ev van,standard,north,foggy,210.1,0.67,5.781890216986576,no,5,1052.48
ev van,express,central,rainy,67.8,33.97,4.991382411561352,yes,3,490.91
ev van,express,north,clear,27.0,40.41,3.1764908446210116,yes,3,306.23
scooter,standard,central,foggy,266.8,23.28,7.331247644633119,no,4,1403.84
ev bike,same day,west,foggy,109.5,39.88,5.321989472204347,no,3,767.14
truck,same day,east,foggy,69.8,1.49,2.9574592504292188,no,4,453.47
ev van,same day,north,stormy,85.3,9.82,4.540911250820354,no,4,555.96
bike,express,south,rainy,81.2,23.05,4.85913658341349,yes,2,525.15
van,standard,south,rainy,233.0,23.16,7.70233010999529,no,4,1234.48
bike,standard,south,rainy,193.7,34.66,7.123511257051063,no,3,1072.48
ev van,express,south,rainy,104.7,23.38,5.408659079964625,yes,3,643.64
scooter,standard,north,cold,99.8,48.85,4.458515295872543,no,3,645.55
bike,same day,south,stormy,287.1,17.04,8.637279380280768,yes,2,1586.62
bike,two day,north,clear,193.6,2.86,4.983961658472317,no,5,976.58
ev van,express,central,rainy,217.5,38.69,7.225048107479015,yes,2,1253.57
truck,same day,central,clear,90.1,25.61,3.8571440049253516,no,5,627.33
bike,two day,south,cold,297.1,17.97,8.36775020792494,no,5,1539.41
van,express,north,clear,224.2,37.45,7.1018047715164405,yes,3,1283.35
van,standard,central,clear,72.9,2.06,3.321935471965439,no,4,370.68
ev bike,express,north,stormy,276.7,40.13,9.049500928749397,yes,1,1553.89
scooter,standard,west,foggy,117.2,4.25,4.100403259400656,no,4,598.75
bike,two day,north,rainy,21.3,13.14,3.3957855534235857,no,4,145.92
ev bike,two day,north,foggy,113.2,27.5,5.053779906125008,no,5,648.5
van,standard,central,foggy,243.2,3.53,7.242419003912976,no,5,1226.59
bike,express,east,clear,130.4,27.73,5.045782816173837,yes,2,785.19
van,standard,south,foggy,156.7,3.34,5.248487139343835,no,4,793.52
van,two day,north,hot,145.3,4.69,5.150157253861235,no,5,740.57
scooter,two day,west,cold,286.6,0.92,7.569701018027557,no,5,1435.76
scooter,express,east,stormy,14.1,10.52,3.608450064280844,yes,2,152.06
bike,same day,north,clear,83.2,34.35,4.305514825995653,no,3,619.05
ev van,same day,west,hot,233.8,8.53,6.517750580259657,no,5,1294.59
bike,two day,east,rainy,18.9,4.16,3.0561804578071703,no,3,106.98
truck,two day,central,clear,104.4,49.16,4.543091984993543,no,4,669.48
bike,same day,west,hot,260.5,48.27,7.502122175230416,no,5,1547.31
ev bike,express,east,rainy,30.7,11.98,3.0262541015062228,yes,3,239.44
van,same day,north,stormy,50.3,5.74,3.7486510915690845,no,3,368.72
ev van,same day,south,stormy,98.6,42.2,5.6534813445938115,no,5,719.6
bike,same day,south,stormy,216.5,31.69,8.251968400645056,yes,1,1277.57
scooter,standard,central,foggy,111.0,1.19,4.708023416619444,no,4,558.57
van,standard,south,foggy,248.7,38.79,7.4296855709811025,no,4,1359.87
bike,same day,east,clear,3.6,39.83,2.2208967264961292,no,3,230.99
van,two day,central,hot,20.3,0.67,1.9010947858423815,no,4,102.61
van,two day,north,hot,252.4,17.52,7.005628587449367,no,3,1314.56
van,same day,west,clear,115.7,18.35,4.359283570221651,no,3,733.55
truck,two day,central,hot,151.6,3.91,5.124663362931379,no,5,769.73
scooter,standard,central,cold,271.9,24.66,8.205178065397352,no,5,1433.48
scooter,two day,east,hot,41.1,7.69,2.8728649768781196,no,5,228.57
van,standard,south,rainy,188.7,0.92,6.657323049782505,no,5,946.26
truck,express,north,hot,224.1,1.86,6.675574114466096,no,4,1176.08
van,express,east,rainy,138.8,32.52,5.560881374304558,yes,2,841.56
van,standard,central,hot,75.4,41.36,3.8234703394862075,no,4,501.08
ev van,express,east,rainy,6.9,6.38,2.9414946729200393,yes,3,103.64
truck,same day,west,cold,172.1,8.97,5.835511238940642,no,4,987.41
bike,standard,south,hot,56.9,28.38,3.447974253519807,no,5,369.64
van,standard,west,hot,73.8,19.27,3.9716252571504107,no,3,426.81
bike,express,east,stormy,101.6,17.51,4.998796667214729,yes,2,610.53
ev van,standard,south,clear,176.1,22.9,5.746092571796099,no,5,949.2
ev bike,two day,south,clear,265.8,26.6,7.752102147079073,no,4,1408.8
van,express,west,hot,223.5,39.98,6.570271220636039,yes,1,1287.44
scooter,same day,north,cold,167.0,40.2,5.508027726393633,no,4,1055.6
ev bike,same day,central,foggy,31.4,31.4,2.925359017124098,no,5,351.2
scooter,express,central,cold,55.4,8.69,2.6700747442945296,yes,2,353.07
ev bike,express,central,rainy,81.2,8.21,3.825865394054705,yes,1,480.63
ev van,standard,central,foggy,178.7,29.99,5.970351674240586,no,4,983.47
scooter,two day,central,foggy,204.0,26.98,6.696866854790473,no,5,1100.94
truck,two day,central,clear,87.6,13.45,3.9524255758146487,no,5,478.35
bike,same day,east,rainy,168.5,32.0,6.105201270784177,yes,2,1038.5
truck,same day,north,stormy,221.3,23.95,8.097126661087014,yes,3,1278.35
ev bike,two day,north,clear,173.3,16.05,4.870760028251971,no,4,914.65
bike,standard,north,stormy,291.3,37.13,9.808105540474198,no,4,1567.89
ev van,same day,west,stormy,60.5,34.14,5.066064016044568,yes,2,504.92
scooter,two day,north,rainy,199.9,27.08,6.559985236731331,no,4,1080.74
van,two day,north,stormy,15.5,47.56,4.165750004785727,no,3,220.18
scooter,express,central,clear,21.0,32.97,2.168526406947344,no,4,253.91
ev van,same day,north,stormy,3.6,48.9,4.4944280547496405,no,4,256.7
ev bike,express,north,foggy,95.9,26.14,4.776038389295685,yes,2,607.92
ev van,standard,east,foggy,9.9,27.41,3.209953135939436,no,5,131.73
van,express,south,cold,259.7,18.81,7.462674768245578,yes,2,1404.93
truck,express,north,cold,151.6,3.21,4.900996288310252,no,5,817.63
truck,two day,west,rainy,213.7,48.33,7.458545841531619,no,4,1213.49
scooter,express,east,stormy,209.5,28.96,7.850724491393444,yes,2,1184.38
ev van,two day,east,foggy,267.4,16.11,8.091142275098111,no,4,1385.33
ev van,two day,south,cold,31.7,3.61,2.8510713195883426,no,5,169.33
ev van,same day,west,cold,14.0,7.16,1.8371596326243305,no,3,191.48
van,express,east,hot,214.2,48.57,6.913955012838156,yes,2,1266.71
bike,express,east,stormy,246.6,18.67,7.905776182989012,yes,2,1339.01
bike,two day,central,cold,4.5,41.24,3.169526913007151,no,3,146.22
truck,express,east,stormy,162.8,10.67,6.359582870512873,yes,3,896.01
ev bike,express,central,stormy,120.3,4.81,5.8306482295795785,yes,2,665.93
ev bike,express,central,rainy,273.5,41.25,8.438222864388411,yes,3,1541.25
ev bike,express,north,hot,209.6,34.23,7.067682486840196,no,5,1200.69
ev bike,express,south,cold,294.3,46.87,8.413603135151666,yes,3,1632.7206
ev van,standard,west,stormy,106.2,39.43,6.016789609841602,no,5,649.29
ev van,two day,north,hot,43.2,26.07,3.332923599125231,no,4,294.21
van,two day,west,rainy,224.0,33.47,7.615070764696871,no,3,1220.41
ev bike,same day,east,clear,225.5,41.1,6.608462098629577,yes,3,1350.8
scooter,two day,south,foggy,126.8,48.0,5.3829923558176,no,5,778.0
ev bike,express,east,clear,58.0,17.61,2.7571103181449583,no,4,392.83
bike,same day,south,cold,24.3,41.44,3.145066262166276,no,4,345.82
bike,two day,east,stormy,192.5,14.72,7.282573673813799,no,3,1006.66
scooter,standard,west,hot,60.4,29.31,3.073255591896541,no,5,389.93
truck,standard,east,rainy,23.4,31.09,3.2507957940783303,no,3,210.27
ev van,two day,central,stormy,191.5,0.67,7.340461660004945,no,5,958.4
truck,standard,east,clear,187.6,33.06,6.070863808198326,no,4,1037.18
truck,two day,central,cold,159.6,25.24,5.4449215945433735,no,3,873.72
ev bike,express,east,hot,227.1,17.99,6.358949310277803,no,5,1239.47
ev van,same day,central,rainy,107.8,36.06,5.672949103586453,yes,2,747.18
truck,two day,central,cold,155.7,33.5,5.96830689837428,no,4,879.0
ev bike,same day,central,stormy,286.2,32.14,9.494787655792308,yes,2,1627.42
van,standard,north,foggy,81.5,21.98,4.368871540670233,no,3,473.44
ev van,same day,north,stormy,38.6,8.5,4.025066001355636,no,5,318.5
van,standard,central,rainy,115.7,34.9,5.306637327987398,no,5,683.2
ev van,two day,west,foggy,151.6,48.12,6.132183599403112,no,5,902.36
ev van,express,east,clear,241.7,38.77,7.28823468352134,yes,2,1374.81
ev van,two day,west,clear,146.6,14.36,4.485509523533966,no,5,776.08
scooter,two day,north,hot,197.9,18.98,6.071953722993111,no,3,1046.44
van,express,east,stormy,180.2,26.91,7.0431675759345325,yes,2,1031.73
ev bike,express,north,clear,136.2,45.88,5.07332562895293,yes,3,868.64
ev van,two day,west,foggy,239.7,42.52,7.936031247388977,no,3,1326.06
truck,same day,east,hot,36.5,12.85,2.788733907905587,no,5,321.05
ev bike,same day,west,clear,226.1,14.15,6.075961504277931,no,4,1272.95
van,two day,west,cold,188.2,42.97,6.54904954083917,no,4,1069.91
ev van,express,central,rainy,283.7,34.87,9.238963817993326,yes,1,1573.11
van,same day,east,foggy,87.6,40.36,4.805411152417383,no,3,659.08
truck,express,central,stormy,52.2,2.75,3.8156600352013994,yes,2,319.25
truck,standard,east,hot,87.8,34.23,4.495647771208633,no,5,541.69
ev van,express,west,foggy,73.4,44.65,4.0142186632568695,yes,2,550.95
ev bike,standard,south,clear,258.7,27.26,6.956051264456013,no,4,1375.28
ev van,two day,east,stormy,193.0,37.9,7.55610513259307,no,4,1078.7
bike,express,west,foggy,152.8,5.76,4.970785517265351,yes,3,831.28
scooter,two day,central,rainy,224.3,41.0,7.401311962333909,no,4,1244.5
ev van,two day,central,foggy,19.4,2.83,2.3215976042302557,no,3,105.49
bike,express,south,clear,114.2,26.15,3.865640502140507,yes,3,699.45
ev bike,two day,east,stormy,104.8,10.13,5.4436700094009005,no,5,554.39
truck,standard,north,hot,276.4,49.52,7.789237810400376,no,5,1531.82
van,standard,west,rainy,98.3,31.7,4.707336747686996,no,4,586.6
bike,two day,north,foggy,90.9,49.52,5.200177997786683,no,5,604.02
bike,express,north,stormy,282.1,37.56,9.530298445246371,yes,1,1573.18
ev van,standard,west,cold,248.2,24.43,7.288223331209547,no,4,1314.29
bike,standard,east,hot,221.9,45.54,7.275118221683653,no,5,1246.12
ev bike,two day,north,cold,17.7,13.18,2.4351397174741534,no,5,128.04
bike,express,west,clear,75.1,48.79,3.664085339252761,no,5,571.87
van,express,west,rainy,60.2,7.65,3.976293590245456,yes,2,373.95
bike,express,central,cold,255.0,25.6,7.183747223865064,yes,1,1401.8
truck,standard,central,rainy,280.5,43.7,9.177031937670726,no,3,1533.6
bike,two day,east,hot,203.5,31.0,6.666393099520796,no,4,1110.5
truck,standard,central,clear,256.6,40.5,7.2675752502004825,no,4,1404.5
ev van,express,east,cold,144.2,29.48,5.152144976885923,yes,3,859.44
ev bike,two day,west,rainy,41.5,24.35,3.6062228355898363,no,5,280.55
truck,standard,north,hot,221.9,40.07,7.331312808997936,no,5,1229.71
ev van,same day,east,hot,265.1,18.74,7.7484776998186735,no,5,1481.72
ev bike,same day,south,hot,259.8,34.86,8.006417682992529,yes,2,1503.58
ev bike,same day,central,rainy,62.3,3.11,3.6751696229357775,no,5,420.83
truck,two day,west,clear,288.1,14.04,7.1031908915380075,no,4,1482.62
van,standard,west,cold,133.1,47.31,5.035815658962743,no,4,807.43
truck,express,west,foggy,148.7,22.04,5.157254747377002,no,3,859.62
bike,express,west,hot,149.1,32.27,4.929144007990301,no,3,892.31
ev van,two day,north,rainy,68.3,6.91,4.136107503982515,no,5,362.23
ev van,express,south,cold,147.8,1.59,4.511211072597677,yes,2,793.77
scooter,express,central,hot,174.2,19.89,5.755609918284659,no,5,980.67
ev bike,express,west,stormy,280.7,9.43,9.041518157153435,yes,2,1481.79
ev bike,same day,central,stormy,288.1,21.15,9.64258254443033,yes,1,1603.95
ev van,same day,north,clear,67.8,19.14,2.9490178804304454,no,4,496.42
ev van,same day,north,stormy,42.4,29.67,4.274116077506417,no,4,401.01
ev bike,same day,west,rainy,64.0,37.25,4.2092438475127,no,3,531.75
ev van,two day,north,foggy,93.0,19.31,4.729292820531831,no,5,522.93
scooter,two day,north,stormy,162.6,30.79,7.029261690953211,no,5,905.37
van,same day,south,clear,136.2,4.49,4.215634681467086,no,3,794.47
bike,two day,west,hot,3.8,12.01,2.0790729052889008,no,5,95.6674
ev van,express,central,rainy,15.7,41.1,3.523088096240355,yes,1,251.8
scooter,standard,central,foggy,219.2,40.2,7.393768127714855,no,5,1216.6
truck,two day,east,stormy,247.1,13.49,8.091798595522432,no,5,1275.97
bike,two day,west,clear,236.3,47.74,7.307904708336814,no,5,1324.72
scooter,standard,south,rainy,3.6,46.17,3.6142694509497773,no,4,150.51
ev bike,express,west,rainy,139.3,40.44,6.084846960881666,yes,3,867.82
scooter,express,central,clear,280.6,14.43,6.991507611287441,yes,3,1496.29
truck,same day,west,hot,297.1,14.96,7.78473080210556,yes,3,1632.7206
van,express,north,clear,294.0,27.54,7.743051718923721,yes,3,1602.62
truck,same day,south,clear,263.5,12.51,7.236072015700122,yes,2,1455.03
scooter,same day,central,cold,192.0,30.41,6.291780927686099,no,5,1151.23
van,two day,west,stormy,262.7,21.73,8.33829083562992,yes,3,1378.69
bike,two day,central,rainy,273.2,19.38,8.380083863444934,no,5,1424.14
truck,express,north,hot,173.9,36.3,5.975721399925625,yes,2,1028.4
bike,same day,south,cold,41.2,27.62,3.4225997857450094,no,3,388.86
ev bike,same day,east,foggy,53.3,10.03,3.4037024106051,no,3,396.59
ev van,express,west,clear,205.9,14.11,5.8636192170486785,no,4,1121.83
van,two day,north,stormy,191.2,32.75,7.084740748625232,no,5,1054.25
ev van,standard,west,foggy,125.9,1.21,4.087341899050779,no,5,633.13
van,two day,west,rainy,34.3,48.78,4.645319756408213,no,4,317.84
ev van,two day,east,foggy,66.8,22.73,3.96805703836886,no,3,402.19
truck,express,central,foggy,297.1,43.44,8.678711703464558,yes,3,1632.7206
truck,express,west,foggy,3.6,42.13,3.3228928435695524,yes,3,194.39
van,standard,west,rainy,249.7,34.8,8.143333635686451,no,5,1352.9
ev van,standard,east,clear,184.5,42.64,5.730425532362833,no,4,1050.42
ev bike,standard,central,foggy,13.4,9.42,2.7701766540976402,no,5,95.6674
van,two day,central,cold,127.9,36.94,5.090966637136493,no,5,750.32
ev bike,two day,south,cold,244.6,21.31,7.268495390694303,no,3,1286.93
van,two day,west,cold,185.5,38.34,6.462379620108508,no,5,1042.52
ev van,express,east,rainy,277.8,43.91,8.888019516333276,yes,2,1570.73
van,express,central,hot,288.6,16.6,8.028084575390674,yes,3,1542.8
ev bike,two day,south,clear,248.3,18.46,6.450231975678114,no,4,1296.88
scooter,same day,west,clear,217.9,30.91,6.460208482533954,yes,3,1282.23
truck,standard,south,hot,33.4,15.06,2.9516315350725857,no,5,212.18
truck,two day,central,rainy,229.9,33.91,8.033452928068797,no,3,1251.23
truck,standard,north,cold,191.5,14.38,5.680829715415855,no,4,1000.64
van,standard,north,rainy,114.4,24.06,4.836842087848957,no,5,644.18
bike,two day,central,stormy,236.5,49.27,8.42409517525124,no,4,1330.31
ev van,two day,south,cold,133.7,28.62,4.929037260662805,no,4,754.36
scooter,same day,east,stormy,211.1,27.23,7.6949121545063885,yes,3,1237.19
scooter,express,east,hot,213.1,27.63,6.477080361921547,no,3,1198.39
ev bike,standard,west,cold,228.7,30.28,7.050775080208852,no,3,1234.34
bike,express,south,foggy,105.0,27.35,4.193039181367769,yes,2,657.05
ev bike,same day,south,foggy,56.1,14.97,3.5638204814238503,no,5,425.41
van,standard,central,stormy,218.6,14.88,8.153925719110486,no,5,1137.64
ev bike,same day,central,hot,119.8,44.7,4.531566727958578,no,5,833.1
scooter,standard,north,hot,292.1,12.56,8.025397773518032,no,5,1498.18
ev bike,express,east,rainy,297.1,11.87,9.149951237001277,yes,1,1581.61
ev van,standard,east,clear,283.5,5.74,7.2556411490033295,no,5,1434.72
truck,standard,east,foggy,141.6,39.01,5.277135316990065,no,4,825.03
truck,express,east,foggy,283.7,29.46,7.888425951297962,yes,2,1556.88
truck,same day,north,stormy,12.3,6.7,3.3447464928846236,no,3,181.6
van,two day,central,clear,194.2,31.84,5.7807307147174765,no,4,1066.52
truck,standard,south,clear,293.4,24.54,7.423316081285419,no,5,1540.62
truck,same day,south,cold,4.6,23.73,2.7350209470269085,no,5,194.19
bike,two day,central,stormy,228.6,20.35,7.519058541299373,no,5,1204.05
van,express,central,foggy,178.5,46.78,6.179933247886144,yes,2,1082.84
truck,two day,central,stormy,21.4,5.4,3.6806426172242857,no,4,123.2
scooter,express,south,rainy,64.2,10.94,3.753595572053206,yes,3,403.82
van,standard,west,rainy,41.5,1.91,3.180947562584282,no,5,213.23
van,express,north,cold,223.3,47.13,7.6263143378732225,no,4,1307.89
truck,express,east,rainy,234.9,12.37,7.770264431174466,yes,2,1261.61
scooter,same day,south,cold,292.0,3.08,7.875300812453103,yes,3,1569.24
ev van,standard,south,clear,232.3,45.09,6.787315634073144,no,5,1296.77
truck,same day,central,stormy,234.9,47.94,8.718410946620851,yes,3,1418.32
truck,two day,central,hot,132.3,38.41,4.652621934702678,no,5,776.73
ev bike,express,north,cold,47.1,32.11,2.902739527947408,yes,2,381.83
bike,standard,south,rainy,127.6,13.24,4.908060991186315,no,5,677.72
scooter,same day,north,rainy,32.5,14.21,3.6954448132094897,no,5,305.13
scooter,same day,central,foggy,254.3,20.11,7.143165800740879,no,3,1431.83
truck,express,south,hot,134.0,28.22,5.008050114943309,no,5,804.66
van,two day,east,clear,238.4,23.1,6.706627892770312,no,5,1261.3
ev bike,two day,east,hot,285.9,41.65,8.625663066464597,no,4,1554.45
ev van,standard,north,stormy,106.6,24.52,5.600602982379418,no,4,606.56
van,same day,south,stormy,63.0,34.86,4.744012619269583,no,4,519.58
scooter,same day,north,hot,74.3,17.39,3.087781927795237,no,3,523.67
van,standard,north,foggy,223.2,18.61,6.876837585902792,no,3,1171.83
van,standard,central,foggy,73.1,40.51,3.8441027054610535,no,4,487.03
van,standard,south,rainy,101.1,29.64,5.49994279730044,no,4,594.42
van,express,east,clear,183.5,23.6,5.856966456327422,yes,2,1038.3
van,express,west,stormy,134.3,3.71,5.703822853053459,yes,2,732.63
van,same day,central,hot,64.7,46.06,3.8217226056866034,no,3,561.68
van,two day,east,rainy,145.3,28.95,5.715063361586508,no,5,813.35
van,express,central,cold,134.0,29.43,5.16097420687667,yes,3,808.29
scooter,two day,east,clear,196.8,18.51,5.563584811542697,no,5,1039.53
truck,same day,north,cold,121.8,36.07,5.43096133386631,no,4,817.21
van,two day,central,cold,242.8,21.61,6.95489299863741,no,3,1278.83
scooter,express,south,clear,71.6,12.39,3.0129381575240353,no,3,445.17
ev bike,same day,west,hot,152.1,31.99,5.617476336223257,no,5,956.47
ev van,two day,central,clear,240.6,30.88,6.578856211730839,no,5,1295.64
van,two day,central,rainy,81.3,7.75,3.862551063401235,no,5,429.75
truck,express,west,hot,71.7,27.88,4.116248756568163,no,4,492.14
